DecayParticle1_Name DecayParticle1_Boson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_Boson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
W+ 1 80.4 206.548 -129 81 114 W- 1 80.4 201.517 134 -117 -50
b_quark 0 4.18 142.037 -11 -56 130 b_quark 0 4.18 108.91 92 -4 -58
b_quark 0 4.18 153.243 -32 91 119 b_quark 0 4.18 188.954 111 -82 -129
b_quark 0 4.18 142.869 47 -53 -124 b_quark 0 4.18 173.443 40 81 148
b_quark 0 4.18 270.391 110 -125 213 b_quark 0 4.18 160.628 -62 84 -122
W+ 1 80.4 294.98 143 -184 162 W- 1 80.4 248.727 -127 146 -134
b_quark 0 4.18 165.89 42 123 -103 b_quark 0 4.18 79.3629 21 -52 56
b_quark 0 4.18 147.599 -38 -80 118 b_quark 0 4.18 35.7557 -19 0 -30
b_quark 0 4.18 131.253 112 -65 21 b_quark 0 4.18 125.787 -54 108 35
b_quark 0 4.18 97.8083 53 4 -82 b_quark 0 4.18 112.408 -112 5 7
b_quark 0 4.18 280.433 15 -224 -168 b_quark 0 4.18 163.632 -51 126 91
b_quark 0 4.18 223.239 131 119 -136 b_quark 0 4.18 89.7634 -64 -50 38
b_quark 0 4.18 235.988 -174 154 -41 b_quark 0 4.18 141.776 123 -65 27
Z 1 91.2 205.61 -126 -91 -99 Z 1 91.2 159.297 115 53 32
W+ 1 80.4 247.815 -26 224 -64 W- 1 80.4 163.918 40 -137 6
b_quark 0 4.18 222.777 198 -2 102 b_quark 0 4.18 204.72 -138 57 -140
b_quark 0 4.18 178.145 129 -79 -94 b_quark 0 4.18 112.976 -75 64 55
W+ 1 80.4 246.455 212 44 -86 W- 1 80.4 184.242 -135 -34 90
Z 1 91.2 115.739 -11 14 69 Z 1 91.2 161.603 -31 31 -126
W+ 1 80.4 183.669 74 -95 -113 W- 1 80.4 165.128 -133 45 33
tau+ 0 1.78 84.9245 -45 0 72 tau- 0 1.78 119.796 -6 -74 -94
b_quark 0 4.18 45.2821 44 -9 -4 b_quark 0 4.18 140.881 -119 65 38
b_quark 0 4.18 183.713 -135 -108 -62 b_quark 0 4.18 176.01 56 75 149
b_quark 0 4.18 279.176 -15 -231 -156 b_quark 0 4.18 179.676 -71 132 99
W+ 1 80.4 295.388 227 -19 -170 W- 1 80.4 191.082 -136 -76 76
b_quark 0 4.18 67.1303 -22 -33 54 b_quark 0 4.18 168.96 -19 125 -112
b_quark 0 4.18 68.143 -61 29 -8 b_quark 0 4.18 47.618 -1 -43 20
W+ 1 80.4 149.165 -49 112 29 W- 1 80.4 214.528 143 -122 -65
b_quark 0 4.18 159.933 126 98 9 b_quark 0 4.18 96.1794 -61 -34 -66
W+ 1 80.4 177.531 74 -16 -139 W- 1 80.4 162.752 -18 10 140
tau+ 0 1.78 163.338 80 26 -140 tau- 0 1.78 152.546 -47 -77 123
b_quark 0 4.18 109.098 74 -75 28 b_quark 0 4.18 147.504 -102 106 10
W+ 1 80.4 263.851 -14 214 -131 W- 1 80.4 176.208 -56 -140 43
b_quark 0 4.18 253.7 -40 -135 -211 b_quark 0 4.18 146.381 27 85 116
b_quark 0 4.18 193.48 187 -12 -48 b_quark 0 4.18 140.091 -118 70 28
b_quark 0 4.18 188.776 -47 137 121 b_quark 0 4.18 128.948 -51 -115 -28
b_quark 0 4.18 13.3594 -12 4 -1 b_quark 0 4.18 108.878 -46 -64 75
b_quark 0 4.18 202.523 -185 38 -73 b_quark 0 4.18 178.405 129 -121 23
tau+ 0 1.78 209.669 -111 -89 154 tau- 0 1.78 145.276 22 13 -143
b_quark 0 4.18 250.674 40 -208 -134 b_quark 0 4.18 200.298 -77 138 123
b_quark 0 4.18 170.239 96 -128 -58 b_quark 0 4.18 131.436 0 67 113
W+ 1 80.4 214.854 -191 9 -56 W- 1 80.4 228.871 146 -49 149
b_quark 0 4.18 275.91 -190 3 -200 b_quark 0 4.18 209.135 150 -22 144
b_quark 0 4.18 198.312 -66 27 -185 b_quark 0 4.18 210.894 117 -127 121
b_quark 0 4.18 207.604 -141 20 -151 b_quark 0 4.18 196.192 111 -92 133
b_quark 0 4.18 171.431 147 39 -79 b_quark 0 4.18 182.075 -117 -137 26
b_quark 0 4.18 69.5663 -21 -66 -5 b_quark 0 4.18 143.731 102 101 -6
b_quark 0 4.18 70.9892 -35 41 -46 b_quark 0 4.18 149.112 -31 -130 66
b_quark 0 4.18 227.799 125 -23 189 b_quark 0 4.18 209.539 -86 122 -147
b_quark 0 4.18 155.841 -32 141 -58 b_quark 0 4.18 165.597 110 -67 104
b_quark 0 4.18 135.434 -30 -28 129 b_quark 0 4.18 159.607 96 121 -40
b_quark 0 4.18 125.612 125 -10 -6 b_quark 0 4.18 104.434 -76 -53 48
b_quark 0 4.18 163.139 -127 -8 102 b_quark 0 4.18 135.29 126 27 -41
b_quark 0 4.18 218.088 114 185 18 b_quark 0 4.18 158.788 -26 -138 -74
tau+ 0 1.78 188.107 -94 47 156 tau- 0 1.78 176.04 109 -125 -59
b_quark 0 4.18 191.299 32 -173 75 b_quark 0 4.18 154.07 -8 150 -34
b_quark 0 4.18 158.163 -14 149 51 b_quark 0 4.18 124.413 74 -92 -39
b_quark 0 4.18 132.055 26 -92 -91 b_quark 0 4.18 140.625 25 38 133
b_quark 0 4.18 106.243 65 22 -81 b_quark 0 4.18 160.239 -107 -119 -7
b_quark 0 4.18 260.429 22 101 239 b_quark 0 4.18 160.385 36 -47 -149
b_quark 0 4.18 156.04 151 -39 -3 b_quark 0 4.18 105.316 -96 43 -3
b_quark 0 4.18 208.652 197 47 50 b_quark 0 4.18 146.814 -144 -24 -15
W+ 1 80.4 173.09 130 64 50 W- 1 80.4 168.247 -141 -21 -39
W+ 1 80.4 251.645 -144 -181 58 W- 1 80.4 152.332 71 102 -36
b_quark 0 4.18 168.391 -107 83 100 b_quark 0 4.18 126.402 10 -118 -44
b_quark 0 4.18 210.006 -152 134 55 b_quark 0 4.18 107.882 86 -60 25
b_quark 0 4.18 157.072 -143 19 -62 b_quark 0 4.18 169.386 148 -79 -23
W+ 1 80.4 227.64 -146 134 -78 W- 1 80.4 190.384 78 -143 57
W+ 1 80.4 121.594 -64 -60 -25 W- 1 80.4 154.049 67 3 113
W+ 1 80.4 203.443 70 -125 120 W- 1 80.4 122.185 -72 40 -41
b_quark 0 4.18 146.005 -52 -136 -10 b_quark 0 4.18 85.0028 -34 54 -56
b_quark 0 4.18 238.737 -73 -57 220 b_quark 0 4.18 131.55 -2 -30 -128
b_quark 0 4.18 243.091 -204 -6 132 b_quark 0 4.18 179.631 136 23 -115
b_quark 0 4.18 199.831 -145 -137 11 b_quark 0 4.18 114.331 83 78 9
b_quark 0 4.18 265.139 -212 -56 149 b_quark 0 4.18 214.687 141 124 -104
b_quark 0 4.18 282.359 88 -107 246 b_quark 0 4.18 213.01 -134 70 -150
b_quark 0 4.18 86.6226 -23 -51 66 b_quark 0 4.18 106.932 -50 39 -86
b_quark 0 4.18 225.008 189 -93 79 b_quark 0 4.18 228.52 -142 138 -114
W+ 1 80.4 126.989 29 -30 -89 W- 1 80.4 154.884 10 1 132
b_quark 0 4.18 36.7079 -27 5 -24 b_quark 0 4.18 144.161 123 56 50
b_quark 0 4.18 62.7254 42 28 37 b_quark 0 4.18 153.774 -78 -99 -88
b_quark 0 4.18 191.048 -93 -107 -128 b_quark 0 4.18 120.754 20 108 50
W+ 1 80.4 220.454 14 -108 174 W- 1 80.4 201.785 -110 117 -92
b_quark 0 4.18 140.568 -51 110 -71 b_quark 0 4.18 202.088 129 -150 41
b_quark 0 4.18 115.185 113 -16 15 b_quark 0 4.18 121.085 -90 -12 80
b_quark 0 4.18 160.896 9 75 142 b_quark 0 4.18 163.534 -9 -146 -73
W+ 1 80.4 165.485 -41 66 122 W- 1 80.4 179.962 -59 -115 -96
b_quark 0 4.18 256.966 178 -183 -29 b_quark 0 4.18 192.116 -137 131 -31
b_quark 0 4.18 47.0476 -16 -2 44 b_quark 0 4.18 119.417 37 93 -65
W+ 1 80.4 183.93 -29 154 -53 W- 1 80.4 145.99 71 -72 68
b_quark 0 4.18 193.568 -129 -101 -103 b_quark 0 4.18 151.088 81 120 43
W+ 1 80.4 133.586 -56 54 73 W- 1 80.4 170.215 -42 3 -144
b_quark 0 4.18 148.474 -45 99 101 b_quark 0 4.18 193.885 131 -37 -138
W+ 1 80.4 191.463 69 88 133 W- 1 80.4 215.391 -136 -88 -117
b_quark 0 4.18 143.605 74 -27 120 b_quark 0 4.18 146.651 -137 44 -28
W+ 1 80.4 152.621 3 -124 38 W- 1 80.4 128.071 68 65 -33
b_quark 0 4.18 140.593 -47 -82 104 b_quark 0 4.18 59.8621 31 -2 -51
b_quark 0 4.18 222.952 -145 147 -84 b_quark 0 4.18 181.798 118 -122 65
b_quark 0 4.18 137.973 -1 117 -73 b_quark 0 4.18 99.8222 91 -35 -21
b_quark 0 4.18 98.7293 55 -81 12 b_quark 0 4.18 82.4407 -77 -3 -29
b_quark 0 4.18 114.536 -32 106 29 b_quark 0 4.18 182.075 7 -134 -123
W+ 1 80.4 213.762 191 30 43 W- 1 80.4 191.21 -108 48 -127
b_quark 0 4.18 99.8523 40 -28 -87 b_quark 0 4.18 82.1126 30 40 65
b_quark 0 4.18 229.866 158 164 31 b_quark 0 4.18 169.978 -95 -127 61
W+ 1 80.4 134.593 7 71 81 W- 1 80.4 92.4887 27 -31 -20
b_quark 0 4.18 181.415 33 149 -98 b_quark 0 4.18 161.884 -82 -131 48
b_quark 0 4.18 209.863 119 70 158 b_quark 0 4.18 182.117 -62 -132 -109
b_quark 0 4.18 143.734 4 49 135 b_quark 0 4.18 134.564 -61 -113 -40
b_quark 0 4.18 175.424 158 -76 -4 b_quark 0 4.18 150.477 -84 123 -21
Z 1 91.2 145.253 -18 -109 24 Z 1 91.2 148.079 47 75 -76
b_quark 0 4.18 200.643 84 -60 172 b_quark 0 4.18 186.181 -106 123 -91
b_quark 0 4.18 141.61 66 112 56 b_quark 0 4.18 125.441 -51 -101 -54
b_quark 0 4.18 184.874 68 -119 124 b_quark 0 4.18 185.355 -75 133 -105
b_quark 0 4.18 165.44 88 140 3 b_quark 0 4.18 163.302 -105 -117 44
b_quark 0 4.18 186.31 -170 -13 75 b_quark 0 4.18 127.171 77 5 -101
b_quark 0 4.18 243.472 230 69 40 b_quark 0 4.18 218.949 -142 -99 -134
b_quark 0 4.18 114.693 -7 68 92 b_quark 0 4.18 86.7552 -58 -7 -64
b_quark 0 4.18 190.883 -165 -13 -95 b_quark 0 4.18 195.968 136 57 129
b_quark 0 4.18 197.3 46 -155 113 b_quark 0 4.18 130.436 24 72 -106
W+ 1 80.4 210.186 -189 43 12 W- 1 80.4 192.783 106 -131 -48
b_quark 0 4.18 172.274 34 -163 44 b_quark 0 4.18 106.506 -2 69 -81
W+ 1 80.4 258.422 -11 241 -46 W- 1 80.4 166.752 -11 -145 -14
b_quark 0 4.18 232.608 -139 152 108 b_quark 0 4.18 157.682 71 -98 -101
b_quark 0 4.18 177.639 41 36 -169 b_quark 0 4.18 150.454 -113 -7 99
W+ 1 80.4 218.518 -106 95 145 W- 1 80.4 183.66 149 5 -71
W+ 1 80.4 101.8 -23 -43 39 W- 1 80.4 159.327 -13 136 -16
b_quark 0 4.18 66.1474 -22 -57 -25 b_quark 0 4.18 148.83 15 148 2
W+ 1 80.4 209.165 111 -1 -158 W- 1 80.4 164.247 -70 -22 123
tau+ 0 1.78 275.373 -183 157 -133 tau- 0 1.78 211.946 87 -143 130
b_quark 0 4.18 197.29 177 -59 -64 b_quark 0 4.18 161.033 -92 131 -17
b_quark 0 4.18 171.051 25 70 -154 b_quark 0 4.18 111.703 18 -30 106
W+ 1 80.4 137.329 -39 95 -43 W- 1 80.4 167.661 -51 -134 -33
W+ 1 80.4 174.497 47 -124 80 W- 1 80.4 205.665 -123 44 -137
b_quark 0 4.18 143.87 -38 79 -114 b_quark 0 4.18 131.554 -44 -53 112
b_quark 0 4.18 188.041 69 41 170 b_quark 0 4.18 185.977 -55 -141 -108
W+ 1 80.4 157.013 -3 48 -126 W- 1 80.4 110.816 -42 44 46
b_quark 0 4.18 158.34 -39 -67 138 b_quark 0 4.18 208.872 59 135 -148
b_quark 0 4.18 141.172 30 126 -56 b_quark 0 4.18 139.655 6 -53 129
b_quark 0 4.18 126.978 -96 31 -77 b_quark 0 4.18 149.085 43 -74 122
b_quark 0 4.18 90.9256 49 68 35 b_quark 0 4.18 18.8805 13 -1 13
b_quark 0 4.18 181.58 177 5 -40 b_quark 0 4.18 157.631 -130 -73 51
W+ 1 80.4 101.485 35 -3 -51 W- 1 80.4 178.489 -127 -88 39
W+ 1 80.4 257.135 -69 58 227 W- 1 80.4 243.914 139 -110 -147
b_quark 0 4.18 118.467 -47 108 12 b_quark 0 4.18 61.5424 -53 -31 0
b_quark 0 4.18 163.115 -152 -2 -59 b_quark 0 4.18 179.996 141 -20 110
W+ 1 80.4 254.679 117 -38 -208 W- 1 80.4 149.363 -20 39 118
b_quark 0 4.18 278.938 162 -133 184 b_quark 0 4.18 201.51 -122 132 -91
b_quark 0 4.18 199.177 106 -23 167 b_quark 0 4.18 118.45 -28 -2 -115
b_quark 0 4.18 86.5706 -66 -40 -39 b_quark 0 4.18 51.9949 -34 -21 33
b_quark 0 4.18 101.948 54 58 64 b_quark 0 4.18 163.907 -136 -84 -36
W+ 1 80.4 217.679 188 -26 -70 W- 1 80.4 156.055 -92 97 4
b_quark 0 4.18 304.504 137 244 120 b_quark 0 4.18 183.007 -92 -149 -53
W+ 1 80.4 175.676 43 150 7 W- 1 80.4 133.151 -37 -50 -86
b_quark 0 4.18 134.568 127 -39 21 b_quark 0 4.18 152.966 -110 84 -65
b_quark 0 4.18 205.325 -205 4 -10 b_quark 0 4.18 136.497 114 -53 53
b_quark 0 4.18 263.109 -190 135 122 b_quark 0 4.18 205.347 142 -145 -31
b_quark 0 4.18 188.88 144 -111 -51 b_quark 0 4.18 158.816 -137 80 6
b_quark 0 4.18 141.97 -103 -85 -48 b_quark 0 4.18 69.8317 5 53 -45
b_quark 0 4.18 125.744 56 57 97 b_quark 0 4.18 109.286 -87 -1 -66
b_quark 0 4.18 180.636 46 -164 -60 b_quark 0 4.18 138.353 -92 96 38
b_quark 0 4.18 221.961 -168 105 -100 b_quark 0 4.18 164.056 68 -103 108
tau+ 0 1.78 236.472 -118 -186 86 tau- 0 1.78 182.91 149 106 4
b_quark 0 4.18 347.178 -229 -95 -243 b_quark 0 4.18 246.198 134 148 144
b_quark 0 4.18 60.1953 -46 31 23 b_quark 0 4.18 168.948 2 -129 -109
b_quark 0 4.18 175.133 82 -143 -59 b_quark 0 4.18 130.715 -96 58 67
b_quark 0 4.18 64.5482 48 -9 -42 b_quark 0 4.18 84.5309 -82 2 -20
b_quark 0 4.18 155.311 -58 -88 -114 b_quark 0 4.18 183.517 141 18 116
b_quark 0 4.18 168.969 -56 -106 -119 b_quark 0 4.18 133.396 -4 119 60
b_quark 0 4.18 226.831 -203 -101 -5 b_quark 0 4.18 124.095 111 6 55
b_quark 0 4.18 204.224 20 -157 -129 b_quark 0 4.18 216.507 -120 137 117
b_quark 0 4.18 208.532 -198 -50 42 b_quark 0 4.18 137.067 124 -37 45
b_quark 0 4.18 184.189 -128 10 132 b_quark 0 4.18 117.675 103 -14 -55
b_quark 0 4.18 173.886 -113 17 131 b_quark 0 4.18 200.976 133 -106 -107
W+ 1 80.4 151.546 -59 -86 -75 W- 1 80.4 186.725 63 108 113
W+ 1 80.4 183.622 48 -118 -105 W- 1 80.4 227.596 -94 140 130
b_quark 0 4.18 143.26 36 99 97 b_quark 0 4.18 153.135 -97 -10 -118
b_quark 0 4.18 209.102 -91 177 64 b_quark 0 4.18 159.036 35 -97 -121
b_quark 0 4.18 231.014 -166 135 -87 b_quark 0 4.18 172.167 138 -92 46
b_quark 0 4.18 80.6689 -37 39 60 b_quark 0 4.18 155.783 111 -109 7
b_quark 0 4.18 315.877 -196 -136 207 b_quark 0 4.18 210.548 146 94 -119
W+ 1 80.4 192.925 76 -98 124 W- 1 80.4 233.926 -133 102 -142
b_quark 0 4.18 326.349 -194 135 225 b_quark 0 4.18 237.351 127 -133 -150
b_quark 0 4.18 268.802 -136 221 70 b_quark 0 4.18 225.917 139 -140 -110
W+ 1 80.4 247.261 -23 -161 -168 W- 1 80.4 191.048 93 65 131
W+ 1 80.4 208.648 -122 -125 -81 W- 1 80.4 145.541 109 34 41
b_quark 0 4.18 111.989 -86 42 58 b_quark 0 4.18 115.497 95 -24 -61
b_quark 0 4.18 163.608 50 115 -105 b_quark 0 4.18 103.433 36 -68 69
W+ 1 80.4 184.676 83 144 -4 W- 1 80.4 199.021 -114 -130 -57
b_quark 0 4.18 144.352 -34 -8 140 b_quark 0 4.18 127.199 3 67 -108
b_quark 0 4.18 216.45 -68 -200 47 b_quark 0 4.18 183.473 118 136 35
b_quark 0 4.18 171.757 -91 121 -81 b_quark 0 4.18 166.007 46 -120 105
b_quark 0 4.18 39.1468 -19 -25 23 b_quark 0 4.18 68.2603 -68 3 3
b_quark 0 4.18 35.1351 22 -27 2 b_quark 0 4.18 86.0202 -53 -53 -42
b_quark 0 4.18 194.236 54 -165 87 b_quark 0 4.18 197.946 -88 110 -139
b_quark 0 4.18 187.119 -24 36 182 b_quark 0 4.18 152.504 -18 40 -146
tau+ 0 1.78 173.376 -98 96 -106 tau- 0 1.78 162.792 107 -93 80
tau+ 0 1.78 135.382 90 48 89 tau- 0 1.78 135.311 -109 -44 -67
Z 1 91.2 104.026 -10 -48 -10 Z 1 91.2 169.43 18 137 -36
b_quark 0 4.18 57.1968 49 -18 -23 b_quark 0 4.18 139.016 -110 58 -62
tau+ 0 1.78 85.5346 -72 -40 -23 tau- 0 1.78 86.6728 28 50 65
W+ 1 80.4 257.911 230 -35 77 W- 1 80.4 175.796 -150 -28 -34
b_quark 0 4.18 179.723 -155 83 37 b_quark 0 4.18 160.058 76 -72 -121
b_quark 0 4.18 189.522 115 130 -76 b_quark 0 4.18 153.204 -62 -127 59
b_quark 0 4.18 136.244 -28 -60 -119 b_quark 0 4.18 169.241 -14 150 77
W+ 1 80.4 123.839 72 -18 58 W- 1 80.4 196.604 -142 -53 -96
W+ 1 80.4 159.791 12 -77 114 W- 1 80.4 190.048 -95 98 -105
b_quark 0 4.18 171.127 81 145 41 b_quark 0 4.18 176.837 -115 -77 -110
W+ 1 80.4 184.296 -22 11 -164 W- 1 80.4 122.736 -18 50 76
b_quark 0 4.18 230.555 111 -49 -196 b_quark 0 4.18 146.869 -76 81 96
b_quark 0 4.18 221.085 53 -214 -16 b_quark 0 4.18 154.011 -66 139 -5
b_quark 0 4.18 169.04 126 75 -84 b_quark 0 4.18 123.881 -69 -82 62
b_quark 0 4.18 240.976 -210 104 -56 b_quark 0 4.18 145.322 144 -13 -14
b_quark 0 4.18 156.533 81 -130 -32 b_quark 0 4.18 206.491 -149 142 -16
b_quark 0 4.18 46.9199 38 26 8 b_quark 0 4.18 109.515 -56 -94 -2
b_quark 0 4.18 127.328 -111 57 25 b_quark 0 4.18 198.594 145 -134 -21
b_quark 0 4.18 230.177 -224 22 -48 b_quark 0 4.18 152.438 138 -60 24
b_quark 0 4.18 162.922 82 89 -109 b_quark 0 4.18 174.194 -71 -146 63
b_quark 0 4.18 79.003 72 4 32 b_quark 0 4.18 68.143 -49 -44 17
b_quark 0 4.18 203.387 -127 152 46 b_quark 0 4.18 211.29 137 -129 -96
b_quark 0 4.18 287.81 218 -123 142 b_quark 0 4.18 193.012 -140 106 -80
b_quark 0 4.18 146.395 121 -38 -73 b_quark 0 4.18 85.9271 -29 78 21
W+ 1 80.4 120.864 -88 16 12 W- 1 80.4 116.001 4 80 -24
b_quark 0 4.18 198.433 118 45 153 b_quark 0 4.18 121.579 -38 -102 -54
b_quark 0 4.18 146.883 136 55 6 b_quark 0 4.18 161.079 -47 -122 -94
b_quark 0 4.18 69.1916 -16 -5 -67 b_quark 0 4.18 137.635 -29 -38 129
b_quark 0 4.18 125.708 10 58 111 b_quark 0 4.18 91.1014 61 -60 -31
W+ 1 80.4 202.968 54 -90 -154 W- 1 80.4 171.514 -109 16 104
W+ 1 80.4 293.145 70 -187 -199 W- 1 80.4 198.799 -70 101 134
b_quark 0 4.18 204.185 51 -192 -47 b_quark 0 4.18 132.539 -67 96 62
Z 1 91.2 230.11 130 142 -87 Z 1 91.2 205.045 -31 -107 146
Z 1 91.2 144.96 68 -86 26 Z 1 91.2 162.676 -8 91 -99
b_quark 0 4.18 111.281 21 -105 30 b_quark 0 4.18 193.761 -49 135 -130
b_quark 0 4.18 228.498 101 -203 28 b_quark 0 4.18 148.349 -95 113 14
b_quark 0 4.18 117.173 -32 -112 12 b_quark 0 4.18 149.985 -49 141 14
W+ 1 80.4 204.373 2 38 184 W- 1 80.4 119.971 -23 -2 -86
b_quark 0 4.18 159.247 103 93 78 b_quark 0 4.18 91.5613 -77 -49 -6
b_quark 0 4.18 196.554 134 -134 -52 b_quark 0 4.18 213.735 -143 104 120
Z 1 91.2 158.387 -21 38 122 Z 1 91.2 138.374 70 -1 -77
W+ 1 80.4 118.191 -86 -3 10 W- 1 80.4 131.275 65 -12 -80
b_quark 0 4.18 241.494 -167 -62 -163 b_quark 0 4.18 202.949 119 109 123
b_quark 0 4.18 225.509 -186 -40 121 b_quark 0 4.18 144.701 96 16 -107
b_quark 0 4.18 109.483 57 -16 92 b_quark 0 4.18 190.891 -101 114 -115
W+ 1 80.4 203.384 -138 -116 -49 W- 1 80.4 188.354 137 88 50
b_quark 0 4.18 180.819 -42 -55 167 b_quark 0 4.18 149.394 51 -10 -140
b_quark 0 4.18 269.812 -156 -22 219 b_quark 0 4.18 164.534 77 10 -145
b_quark 0 4.18 252.894 -193 160 -33 b_quark 0 4.18 139.594 102 -77 -56
b_quark 0 4.18 30.3558 -24 2 18 b_quark 0 4.18 113.046 -73 68 -53
Z 1 91.2 133.452 -62 68 -32 Z 1 91.2 117.121 66 12 30
b_quark 0 4.18 155.433 -39 -11 -150 b_quark 0 4.18 152.975 18 34 148
b_quark 0 4.18 221.539 -82 -133 157 b_quark 0 4.18 183.16 109 65 -132
b_quark 0 4.18 117.352 -88 -9 -77 b_quark 0 4.18 143.442 73 10 123
b_quark 0 4.18 139.98 -6 -70 -121 b_quark 0 4.18 118.939 28 111 32
b_quark 0 4.18 208.709 -126 -21 165 b_quark 0 4.18 149.216 120 -42 -78
b_quark 0 4.18 162.912 -107 43 -115 b_quark 0 4.18 183.312 120 31 135
b_quark 0 4.18 235.486 106 90 190 b_quark 0 4.18 171.574 -50 -114 -118
b_quark 0 4.18 172.48 166 -40 -24 b_quark 0 4.18 151.23 -113 70 72
b_quark 0 4.18 180.498 -59 -59 -160 b_quark 0 4.18 131.543 61 58 101
b_quark 0 4.18 179.317 -144 -99 40 b_quark 0 4.18 170.125 110 117 56
b_quark 0 4.18 186.782 141 115 -42 b_quark 0 4.18 137.635 -99 -95 -10
W+ 1 80.4 127.146 -37 67 -62 W- 1 80.4 128.18 50 -79 35
b_quark 0 4.18 149.477 79 38 121 b_quark 0 4.18 100.212 -30 -49 -82
b_quark 0 4.18 206.917 -160 86 -99 b_quark 0 4.18 81.7647 78 10 22
b_quark 0 4.18 218.894 -10 -201 86 b_quark 0 4.18 130.608 54 115 -30
b_quark 0 4.18 186.602 -49 179 19 b_quark 0 4.18 203.446 108 -147 -90
b_quark 0 4.18 97.1878 -4 94 -24 b_quark 0 4.18 154.885 -92 -108 62
W+ 1 80.4 238.12 -122 -3 -188 W- 1 80.4 173.891 35 7 150
b_quark 0 4.18 197.978 75 -132 -127 b_quark 0 4.18 172.75 -89 48 140
b_quark 0 4.18 105.634 -6 -104 -17 b_quark 0 4.18 26.5042 0 18 -19
W+ 1 80.4 112.157 -63 -39 25 W- 1 80.4 167.117 134 12 -58
W+ 1 80.4 231.987 -92 111 -163 W- 1 80.4 151.691 79 -33 96
b_quark 0 4.18 136.446 -80 -94 -58 b_quark 0 4.18 122.198 113 25 39
W+ 1 80.4 146.462 -71 -89 45 W- 1 80.4 162.447 105 88 34
W+ 1 80.4 117.069 48 -29 -64 W- 1 80.4 94.9587 -14 -41 -26
b_quark 0 4.18 147.714 -39 20 141 b_quark 0 4.18 120.692 1 -92 -78
b_quark 0 4.18 211.181 -4 158 140 b_quark 0 4.18 82.9366 26 -59 -52
b_quark 0 4.18 234.79 -226 63 -8 b_quark 0 4.18 176.942 149 -39 87
W+ 1 80.4 173.2 2 -69 137 W- 1 80.4 200.535 -15 105 -150
b_quark 0 4.18 118.859 -54 85 -63 b_quark 0 4.18 183.053 59 -111 133
b_quark 0 4.18 182.547 -13 79 -164 b_quark 0 4.18 135.128 -17 -113 72
b_quark 0 4.18 116.612 58 101 4 b_quark 0 4.18 171.329 -134 -54 92
b_quark 0 4.18 129.412 -97 -61 -60 b_quark 0 4.18 102.954 78 67 3
W+ 1 80.4 255.574 -217 106 23 W- 1 80.4 187.078 117 -117 34
W+ 1 80.4 174.855 47 -110 99 W- 1 80.4 133.877 -59 33 -83
W+ 1 80.4 100.016 -27 -31 -43 W- 1 80.4 106.373 -41 31 47
b_quark 0 4.18 127.524 -108 15 -66 b_quark 0 4.18 113.064 11 -111 -18
W+ 1 80.4 132.688 54 51 75 W- 1 80.4 175.243 -137 1 -74
tau+ 0 1.78 54.8194 -1 20 51 tau- 0 1.78 66.6796 -5 -47 -47
b_quark 0 4.18 101.821 -50 31 83 b_quark 0 4.18 106.463 12 -42 -97
b_quark 0 4.18 302.794 -191 -195 -131 b_quark 0 4.18 211.902 102 145 116
b_quark 0 4.18 183.822 136 99 -74 b_quark 0 4.18 160.918 -134 0 89
b_quark 0 4.18 191.519 -141 -70 109 b_quark 0 4.18 199.225 150 57 -118
b_quark 0 4.18 169.099 -4 156 65 b_quark 0 4.18 136.698 61 -122 -8
W+ 1 80.4 244.045 142 -181 -13 W- 1 80.4 205.376 -121 143 -25
b_quark 0 4.18 220.162 -5 -195 -102 b_quark 0 4.18 204.466 -85 142 120
b_quark 0 4.18 259.072 -74 224 107 b_quark 0 4.18 179.715 -4 -142 -110
W+ 1 80.4 168.458 85 -55 108 W- 1 80.4 182.949 -139 38 -79
b_quark 0 4.18 158.305 109 29 -111 b_quark 0 4.18 148.551 -100 43 101
b_quark 0 4.18 148.534 0 -146 27 b_quark 0 4.18 124.93 -53 109 -30
b_quark 0 4.18 106.026 28 78 66 b_quark 0 4.18 111.828 18 -8 -110
W+ 1 80.4 112.775 66 43 7 W- 1 80.4 139.044 8 -94 63
b_quark 0 4.18 78.889 6 -67 41 b_quark 0 4.18 167.623 4 140 -92
b_quark 0 4.18 248.617 144 119 164 b_quark 0 4.18 172.741 -106 -19 -135
b_quark 0 4.18 218.015 18 -10 -217 b_quark 0 4.18 191.498 -82 103 139
W+ 1 80.4 141.63 65 53 -81 W- 1 80.4 164.189 -143 -3 -6
b_quark 0 4.18 135.763 130 -17 35 b_quark 0 4.18 148.851 -65 83 -105
W+ 1 80.4 220.948 -83 52 181 W- 1 80.4 218.701 141 -109 -98
W+ 1 80.4 133.885 -47 -96 -6 W- 1 80.4 106.725 23 26 61
b_quark 0 4.18 35.5313 5 -32 14 b_quark 0 4.18 41.5147 -17 -24 -29
W+ 1 80.4 261.462 -147 -200 17 W- 1 80.4 174.428 110 106 -25
b_quark 0 4.18 189.909 -112 20 152 b_quark 0 4.18 101.718 32 32 -91
W+ 1 80.4 241.148 114 -134 144 W- 1 80.4 146.554 -23 57 -106
